"Case","DOE Experiment Number","Current","Anode_Stoichiometry_Set","Anode_In_H2_dry_mass_frac","Anode_In_RH","Anode_In_Temperature","Anode_Out_Pressure","Cathode_Stoichiometry_Set","Cathode_In_RH","Cathode_In_Temperature","Cathode_Out_Pressure","Coolant_In_Factor","Coolant_In_Temperature","Coolant_Out_Pressure"
1370,50.0,600.0,2.13026,0.706535,0.425092,67.7132,1.22775,3.58539,0.834134,66.5628,1.09135,-3.26692,68.4199,2.16322
1371,51.0,600.0,4.57408,0.262501,0.416243,68.7626,2.21109,3.26263,0.498029,69.8914,1.91864,-5.02238,57.8542,1.86752
1372,52.0,600.0,2.03191,0.388056,0.386236,62.7574,1.20134,4.46313,0.949445,66.8031,1.69294,-3.90422,54.8886,2.48703
1373,53.0,600.0,3.52858,0.789638,0.673354,61.392,1.47999,4.95185,0.55207,64.4637,1.1341,-9.01353,58.8428,1.51586
1374,54.0,600.0,2.02493,0.838016,0.611498,57.0693,2.21835,4.31951,0.9269,71.6009,1.83504,-7.84655,66.7318,1.80894
1375,55.0,600.0,1.61776,0.364001,0.77926,71.842,1.31644,3.88649,0.90467,63.2756,1.60782,-8.33555,70.4979,1.85839
1376,56.0,600.0,1.93831,0.651405,0.575053,65.4042,1.82319,4.7628,0.906018,67.3207,1.65521,6.42372,71.4387,1.71149
1377,57.0,600.0,3.59129,0.779099,0.85215,51.7405,1.7681,2.70862,0.852429,63.7131,1.13956,4.83238,71.5293,1.46826
1378,58.0,600.0,1.72101,0.50197,0.527492,56.2713,1.48696,2.082,0.568459,65.4305,1.6059,-3.77971,58.7115,1.54445
1379,59.0,600.0,1.65016,0.633028,0.546105,61.1264,1.51055,3.013,0.549232,69.8657,1.06558,-2.28325,48.805,2.21907
1380,60.0,600.0,1.36502,0.212729,0.969173,73.7471,1.52024,3.71177,0.60913,66.3986,2.01604,6.66331,52.8675,2.04768
1381,61.0,600.0,2.88633,0.38725,0.441636,61.0875,2.08654,1.4362,0.919751,67.0485,1.51453,-9.0793,49.5452,2.39506
1382,62.0,600.0,3.89721,0.706511,0.441416,62.2429,2.18464,4.73504,0.772082,77.3889,1.90632,-6.84879,62.9659,1.55556
1383,63.0,600.0,2.10894,0.765107,0.770326,70.1468,1.31624,3.14207,0.854451,66.737,1.61479,-7.99791,62.0394,1.94761
1384,64.0,600.0,2.87589,0.263666,0.632105,70.0258,1.3577,2.71573,0.884548,67.3444,1.33571,-4.40942,64.2801,2.23624
1385,65.0,600.0,2.71056,0.31289,0.501766,59.9009,1.66241,2.01814,0.615328,54.6494,1.66362,-2.29454,55.9896,1.32084
1386,66.0,600.0,2.25713,0.247987,0.93908,57.7717,1.6134,2.00076,0.4625,73.7682,2.02655,-8.2723,62.9591,2.12027
1387,67.0,600.0,3.44603,0.876927,0.745658,66.6416,1.26477,2.28236,0.613524,77.3552,1.99657,-7.1012,54.0968,1.97124
1388,68.0,600.0,2.3385,0.503628,0.47291,55.1979,1.53239,2.09218,0.919857,70.4901,2.08549,5.17905,55.637,1.34953
1389,69.0,600.0,2.06473,0.706492,0.847078,62.1457,1.68449,4.2348,0.662133,69.6616,2.19251,-4.93342,67.9056,1.54816
1390,70.0,600.0,1.48983,0.480948,0.969345,66.5836,1.86416,2.4808,0.460289,59.7829,1.56769,-3.4916,46.1354,1.71804
1391,71.0,600.0,1.55951,0.649754,0.528339,61.3589,1.708,4.2419,0.820357,64.8638,1.39906,-7.31961,56.8829,1.50344
1392,72.0,600.0,2.10097,0.462846,0.447526,62.1762,1.23464,3.91846,0.813746,54.6737,1.08577,-4.77639,49.7077,2.30653
1393,73.0,600.0,1.74635,0.898937,0.485204,57.5439,1.59349,2.17246,0.704301,70.7972,1.69,2.28953,70.065,1.43137
1394,74.0,600.0,2.69731,0.71065,0.671667,74.1069,1.58707,2.89115,0.618521,71.2721,2.00303,-3.33986,55.5362,1.57459
1395,75.0,600.0,2.90449,0.34949,0.79186,70.1266,1.64404,2.61007,0.983587,61.609,1.12904,-9.05869,74.1268,1.79602
1396,76.0,600.0,1.96709,0.18278,0.587293,58.1989,1.44242,4.09224,0.456449,62.0595,2.0522,9.69857,66.9024,1.48599
1397,77.0,600.0,3.04899,0.944852,0.377171,70.7384,1.9065,5.51085,0.337417,74.7892,2.01182,5.25036,59.2266,2.19628
1398,78.0,600.0,1.61329,0.869133,0.655591,59.3184,1.42364,1.60138,0.474777,74.9503,1.91518,-2.9188,52.3483,2.12819
1399,79.0,600.0,3.11005,0.493424,0.964927,61.2133,1.28409,2.0362,0.664703,51.3467,1.79651,7.36026,62.3664,2.45842
1400,80.0,600.0,1.95291,0.676074,0.727002,62.4644,2.20865,3.53996,0.722549,74.8234,2.02104,5.05158,45.148,1.46562
1401,81.0,600.0,3.1938,0.720192,0.713556,59.7599,2.09574,1.80711,0.648078,78.1909,1.75468,-3.77108,55.8909,2.21628
1402,82.0,600.0,3.25633,0.434678,0.423465,69.0822,1.35166,5.5848,0.703473,73.1782,1.00953,-9.68346,62.9751,1.50141
1403,83.0,600.0,3.70355,0.697774,0.873779,61.043,1.88911,2.47287,0.505156,60.7364,1.14131,2.70324,66.91,1.89816
1404,84.0,600.0,2.65443,0.289539,0.620156,76.3387,2.3931,1.44596,0.684422,55.7664,1.65141,2.97128,72.9717,1.35227
1405,85.0,600.0,1.79655,0.960852,0.849062,67.9468,2.12417,5.43348,0.533645,60.9253,1.90265,-8.00934,44.4617,1.55983
1406,86.0,600.0,3.3599,0.674567,0.737526,62.0215,2.02673,3.0349,0.947016,66.3397,1.53038,6.90766,66.1167,1.47392
1407,87.0,600.0,2.12164,0.239441,0.518727,55.1328,1.75347,3.75507,0.535068,66.0922,1.71233,6.11557,71.6317,2.01265
1408,88.0,600.0,4.61774,0.542946,0.847851,54.3114,1.40502,3.63771,0.424157,61.2445,1.83976,0.164975,50.2544,1.56934
1409,89.0,600.0,1.55126,0.657681,0.543371,60.0588,1.22354,3.2656,0.633928,62.8696,1.2361,6.52307,58.7144,1.89298
1410,90.0,600.0,1.76998,0.373814,0.726147,52.8377,1.6339,1.9596,0.795684,54.1384,2.13324,-8.77054,62.0271,1.3299
1411,91.0,600.0,2.61996,0.602763,0.789804,72.4421,1.39487,2.51762,0.40138,68.503,1.01579,3.47178,58.2585,2.50106
1412,92.0,600.0,4.10534,0.511414,0.925758,65.1601,1.58432,3.77183,0.974911,65.4818,2.17952,8.88893,54.1691,1.56673
1413,93.0,600.0,3.17247,0.747686,0.371607,67.753,2.39734,1.96818,0.342427,70.7582,1.85215,5.67535,74.4192,2.28214
1414,94.0,600.0,2.38266,0.191443,0.571261,77.3421,1.42222,3.01521,0.974619,74.3957,1.98125,-9.79269,51.9021,1.95546
1415,95.0,600.0,2.71347,0.910963,0.425365,57.1879,1.32514,2.42694,0.619608,64.7818,1.45091,3.18086,61.3117,1.82447
1416,96.0,600.0,1.26802,0.478054,0.477803,67.971,1.86536,2.45591,0.441254,59.9183,1.8059,-5.11812,66.8379,1.21582
1417,97.0,600.0,3.70492,0.513884,0.97996,60.6897,1.77297,2.7398,0.330849,55.2671,1.13956,-0.43692,60.337,2.17258
1418,98.0,600.0,4.70353,0.200868,0.452879,65.2417,1.41847,3.15484,0.570617,73.1229,2.08679,-2.74811,59.0423,2.36665
1419,99.0,600.0,1.57543,0.634905,0.617284,63.1017,1.57066,3.38905,0.753221,68.9577,1.74469,-3.43527,57.3365,1.7884
1420,100.0,600.0,3.06309,0.923962,0.795295,66.877,2.31455,2.2822,0.499212,57.3654,1.20668,0.756862,61.7613,1.94942
1421,101.0,600.0,2.26951,0.840003,0.583473,75.8724,2.18709,2.30744,0.6562,76.4892,1.20049,7.14606,72.3845,1.55985
1422,102.0,600.0,1.78334,0.810336,0.824056,56.0651,1.41419,1.66405,0.848812,70.3721,1.74675,-9.3532,64.4757,1.58819
1423,103.0,600.0,1.97676,0.415453,0.842887,70.2643,2.27826,1.73004,0.409921,72.5192,1.02103,-6.03899,63.4083,1.63593
1424,104.0,600.0,1.94508,0.216206,0.77942,65.0362,1.63946,3.9912,0.750605,58.101,1.24906,3.17111,62.1561,2.46614
1425,105.0,600.0,2.01584,0.998087,0.755202,61.2137,1.52474,1.47844,0.562442,63.1018,1.37606,-5.76812,73.861,1.63819
1426,106.0,600.0,3.82142,0.238115,0.3794,69.7457,1.74731,2.78898,0.81752,69.0817,1.19539,-4.80368,62.5382,1.75248
1427,107.0,600.0,1.60935,0.208946,0.376987,70.8302,1.29784,4.12755,0.673421,69.4558,1.26363,3.0379,64.468,1.51714
1428,108.0,600.0,1.65777,0.90891,0.961048,67.0905,1.54472,2.65781,0.411586,70.1267,1.24013,5.45147,51.6473,2.0093
1429,109.0,600.0,2.96819,0.578278,0.689668,67.2871,1.32985,3.55661,0.470965,71.1928,1.38901,0.0702028,72.4978,1.22642
1430,110.0,600.0,3.78327,0.254426,0.457204,68.5787,2.28241,4.1942,0.618401,74.2566,1.02628,7.31184,58.3569,1.62951


