"Case","Steady_State","Anode_Out_Flow","Anode_Out_H2_mole_frac","Anode_Out_N2_mole_frac","Anode_Out_H2Ovap_mole_frac","Anode_Out_H2Oliq_mole_frac","Anode_Out_RH","Anode_Out_Temperature","Anode_Out_Dew_Temperature","Anode_In_Pressure","Anode_Lambda","Cathode_Out_Flow","Cathode_Out_O2_mole_frac","Cathode_Out_N2_mole_frac","Cathode_Out_H2Ovap_mole_frac","Cathode_Out_H2Oliq_mole_frac","Cathode_Out_RH","Cathode_Out_Temperature","Cathode_Out_Dew_Temperature","Cathode_In_Pressure","Cathode_Lambda","Coolant_Out_Flow","Coolant_Out_Temperature","Coolant_In_Pressure","Membrane_Humidity","Membrane_Water_Content_Average","Hydrogen_Crossover","Oxygen_Crossover","Nitrogen_Crossover","Water_Crossover","Voltage","Voltage_Loss_Activation","Voltage_Loss_Transport","Voltage_Loss_Ohmic","Electrical_Power","Fuel_Power","Fuel_Efficiency"
1268,1.0,23.374428,0.45921463,0.0784658,0.10852374,0.35379583,0.99999964,64.48592,64.48589,1.7340584,1.6816521,183.45049,0.10468956,0.7519713,0.14333913,0.0,0.5480644,76.702965,62.7604,2.1220813,2.0929472,315.17548,70.439964,2.6592624,0.62101126,4.9725204,0.005058771,0.040109184,0.018249318,14.618411,233.151,63.80044,5.923055,106.156654,128.23305,314.49097,0.4076523
1269,1.0,25.982862,0.39692095,0.041944887,0.054519303,0.50661486,1.0000001,55.72805,55.72805,1.7561352,1.6367502,277.97604,0.13731362,0.75657827,0.1061081,0.0,0.40937543,67.27746,48.484886,2.18125,3.1329038,316.77817,62.513725,3.4231737,0.61460954,4.7810183,0.0046434766,0.036816463,0.014632237,18.882008,218.53668,70.04283,4.732424,118.96606,120.19517,314.44116,0.38184205
1270,1.0,44.077316,0.1982454,0.18401064,0.056501072,0.5612429,1.0000001,59.552452,59.552452,1.8581654,1.4020367,330.05203,0.15090136,0.7720065,0.07709211,0.0,0.43057305,73.0787,54.2517,2.958425,3.7482412,325.92065,66.00646,3.2697332,0.54522127,4.061249,0.0051067024,0.040489215,0.021392293,19.32096,215.16783,58.8947,3.7087626,131.17577,118.34231,314.49673,0.37566346
1271,1.0,42.025475,0.577495,0.10021985,0.062757656,0.2595275,0.9999994,57.05932,57.059288,2.4649227,2.8752143,122.25765,0.062472478,0.76466817,0.17285934,0.0,0.8539601,69.5505,65.56722,1.8585072,1.4433233,309.84222,62.980064,3.545745,0.8204267,8.697053,0.0073370435,0.058172792,0.015268448,21.948187,251.84227,77.70616,9.036046,75.88554,138.51324,314.76422,0.4401607
1272,1.0,36.22587,0.7204691,0.029031955,0.12425564,0.12624331,1.0,69.90728,69.90728,2.6329434,3.9240496,452.44043,0.15605868,0.7342941,0.10964723,0.0,0.53249824,75.306206,61.107567,3.458911,4.9307985,311.8334,73.00262,2.623273,0.78124464,7.640204,0.010824019,0.08581977,0.03661253,20.34701,288.2688,49.694695,4.1052074,72.77492,158.54784,315.18246,0.5029289
1273,1.0,29.422981,0.5301573,0.021495854,0.1495354,0.2988114,0.99999976,67.267876,67.267876,1.658518,2.22744,292.53787,0.1342035,0.7304016,0.13539496,0.0,0.49307567,78.27111,61.818535,2.569683,3.217492,310.93115,73.35961,3.013721,0.68286276,5.7230444,0.005800067,0.045986656,0.02515202,15.238385,257.15402,55.853912,4.805848,90.97041,141.43471,314.5799,0.44962084
1274,0.0,51.79224,0.5584606,0.16605824,0.19304588,0.08243529,1.0000004,67.92919,67.92919,1.9741889,3.0178976,258.8655,0.1225769,0.71347386,0.16394924,0.0,0.5314341,76.641136,62.09118,2.2618022,2.8123903,314.15488,73.36947,3.3138494,0.81471634,8.326388,0.00649238,0.05147576,0.01990298,14.265073,276.9696,59.76179,4.803682,67.56688,152.33328,314.66293,0.48938954
1275,1.0,38.14836,0.59444237,0.14770302,0.10510717,0.15274742,1.0,60.620323,60.620323,2.0450177,2.655795,174.42485,0.10335679,0.7676198,0.12902342,0.0,0.6204953,72.120995,61.373558,2.1242802,2.0203757,316.41464,66.76342,2.4709384,0.7444028,7.0559444,0.0058815614,0.046632797,0.017546589,13.913403,255.43086,67.611946,5.8111525,83.18075,140.48698,314.58966,0.4467271
1276,1.0,42.0722,0.48691174,0.18797572,0.14577912,0.1793334,1.0000001,67.76061,67.76061,2.0136993,2.2907002,175.6724,0.10004617,0.7493589,0.1505949,0.0,0.6683097,78.93368,69.40154,2.4373815,2.0030723,310.47284,73.199974,3.1824458,0.751067,7.328065,0.006356666,0.050399728,0.023301713,14.220798,268.41998,58.903633,5.985031,75.54947,147.631,314.64664,0.4689308
1277,1.0,41.40395,0.6752326,0.009281806,0.11349232,0.2019933,1.0,57.53991,57.53991,1.873648,3.931312,202.10156,0.113465644,0.7535148,0.13301954,0.0,0.73065096,73.16769,65.86523,2.494331,2.2979121,311.84644,66.72811,3.0978715,0.77463806,7.6126504,0.006420528,0.05090607,0.024786588,20.774927,265.42764,63.783733,5.4974146,78.04924,145.9852,314.6543,0.4637999
1278,1.0,33.83118,0.5331056,0.06562195,0.10184354,0.29942888,0.9999998,62.11892,62.11892,1.9238284,2.3316088,184.32605,0.105644956,0.75442165,0.13993336,0.0,0.8734591,71.402245,68.25518,2.5376017,2.1054015,324.02777,66.72518,2.5419042,0.8076629,8.363295,0.006785799,0.05380217,0.025308745,21.606878,269.2798,64.076454,5.9049907,73.52009,148.10388,314.69812,0.4701299
1279,1.0,21.708454,0.58078736,0.034111757,0.16685861,0.21824227,1.0,72.94198,72.94198,1.9335134,2.0641122,390.32156,0.15127607,0.739787,0.108936965,0.0,0.4842341,80.95928,63.613,3.3430097,4.292053,313.74677,77.28338,2.6007416,0.7000999,6.5672336,0.008018499,0.06357581,0.03672773,11.169187,278.5222,46.16722,4.9610214,80.39182,153.1872,314.84598,0.48651367
1280,1.0,28.946976,0.2985058,0.072066076,0.03238412,0.597044,1.0000004,53.442284,53.442284,2.0629354,1.4665836,213.00697,0.12621829,0.79077697,0.08300472,0.0,0.45075807,67.93807,50.87423,2.182278,2.492014,315.64786,60.01986,2.9394164,0.53683454,3.8587432,0.004835755,0.03834097,0.013929025,17.964523,190.33519,71.44254,4.331451,146.98755,104.68436,314.46423,0.33250663
1281,0.0,22.344297,0.3708535,0.041337974,0.06374873,0.5240598,0.9999994,62.586876,62.586876,1.9236133,1.5453234,396.60757,0.1552803,0.75349677,0.09122294,0.0,0.39885816,71.48345,51.37893,2.9155002,4.405376,311.5794,69.098564,2.6149414,0.6101746,4.8082323,0.0060920096,0.048301365,0.023130512,18.47233,238.4809,57.536545,4.1338167,111.67302,131.16449,314.6149,0.44753045
1282,1.0,28.303032,0.5375394,0.084394135,0.08869259,0.28937384,0.9999997,54.070885,54.070854,1.5708352,2.1396627,360.07388,0.1526087,0.7605904,0.08680091,0.0,0.40448344,63.76922,45.34005,2.5708063,4.0428586,314.02112,62.342216,3.4953847,0.68352914,6.280642,0.0045084045,0.035745528,0.017822608,15.070067,243.05138,67.147026,5.1140327,97.619484,133.67825,314.42496,0.42468566
1283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1284,1.0,36.141678,0.5906259,0.026795784,0.09283899,0.28973934,1.0,60.7474,60.7474,2.0195024,2.8579383,258.11023,0.13267227,0.75736636,0.10996139,0.0,0.56732833,74.75826,61.891685,2.6866205,2.916064,315.68134,67.95956,2.7169542,0.6842599,5.9078374,0.0065399716,0.051853098,0.024628082,18.260166,253.72112,59.946274,5.0519414,94.07339,139.54662,314.66864,0.4437396
1285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1286,1.0,39.388615,0.44969216,0.29060337,0.23259217,0.027112328,1.0000001,72.07714,72.07714,1.8418885,1.9913478,368.0221,0.15277867,0.75702244,0.09019889,0.0,0.42527053,77.75152,58.24044,3.143325,4.1154165,328.14862,74.899956,2.6325946,0.7316911,6.7327657,0.005851024,0.046390675,0.02851689,9.510488,275.52545,49.586254,4.306812,79.44355,151.539,314.586,0.4817119
1287,1.0,23.944931,0.7271261,0.004850888,0.10792871,0.16009429,1.0,64.04751,64.04751,2.1949995,2.9864125,498.5588,0.16759872,0.7660421,0.06635917,0.0,0.40016422,71.64846,51.58071,3.6817317,5.576449,323.95276,69.15746,3.3674114,0.6981834,6.1346717,0.0082979975,0.06579185,0.034941934,13.682197,269.80588,51.334587,4.0990963,90.150734,148.39323,314.8795,0.47111687
1288,1.0,25.767294,0.3789398,0.011001606,0.062158965,0.5478996,1.0000001,59.532616,59.532616,1.66109,1.5797324,133.29778,0.07938201,0.7932265,0.1273915,0.0,0.6274772,74.75857,63.971703,2.2138383,1.6009872,316.2651,66.22735,3.2920039,0.59426713,4.6434126,0.0046303333,0.036712255,0.019278478,20.289291,215.05371,68.720375,7.822636,118.220184,118.27954,314.4396,0.37608743
1289,1.0,36.88769,0.6763212,0.070646115,0.17716566,0.075867034,1.0,64.273674,64.273674,1.8638802,3.4216175,178.52292,0.10194265,0.75108683,0.14697051,0.0,0.6406732,76.202324,65.75994,2.2469914,2.036981,325.9104,71.38735,3.6220946,0.8098757,8.079656,0.006367206,0.050483298,0.024219494,10.572447,272.59814,62.01934,5.4814553,70.167534,149.92899,314.64792,0.47650856
1290,1.0,26.366394,0.48612937,0.03494462,0.036449473,0.44247654,0.9999991,52.778618,52.778618,2.4080937,1.8657833,327.8181,0.14230567,0.73806643,0.09007738,0.029550528,0.8497889,61.960747,58.52343,3.0543714,3.6128047,324.03888,57.77279,2.7498698,0.7651535,7.1855917,0.0075962553,0.06022799,0.023693413,18.13909,257.76535,67.11676,4.761578,87.95736,141.77094,314.79532,0.45039317
1291,1.0,35.689793,0.6506686,0.026350928,0.08443497,0.23854548,1.0,62.94973,62.94973,2.4931386,3.2525563,158.97646,0.0897733,0.7479557,0.16227102,0.0,0.73410124,74.67806,67.573235,2.1641812,1.8188543,315.18423,68.265526,3.3484395,0.7650075,7.322129,0.008309074,0.06587967,0.021300139,21.654411,260.71326,66.74897,6.3919797,79.58226,143.39229,314.88083,0.45506874
1292,1.0,40.075703,0.6621461,0.08734162,0.19045262,0.060059648,1.0,66.77679,66.77679,1.9648649,3.4574432,565.45667,0.1660123,0.742718,0.09126974,0.0,0.392342,66.681694,47.13909,3.6937416,6.1896257,308.8126,72.15795,2.5563815,0.79483396,8.144237,0.007907711,0.06269742,0.036305495,15.603813,288.05704,49.795177,4.221475,70.55498,158.43137,314.83267,0.50319964
1293,1.0,25.452044,0.7979314,0.0338879,0.16784838,3.3235247E-4,1.0000005,70.329735,70.329765,2.2480063,3.77416,228.75244,0.11515845,0.7183431,0.16649847,0.0,0.43066517,78.20443,58.967705,2.0034902,2.5082693,321.20657,75.326836,3.0011103,0.7273895,6.4003935,0.0077352794,0.061330263,0.019837918,5.5904884,263.4238,60.194405,5.3095813,81.781654,144.88309,314.812,0.46022484
1294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1295,1.0,27.536398,0.42393348,0.0031246443,0.029579131,0.54336274,1.0000002,51.840996,51.840996,2.3640025,1.7003565,482.8973,0.17136621,0.7858125,0.042821277,0.0,0.34982336,63.306664,42.020866,3.5068407,5.495623,311.09195,59.38076,2.7686183,0.5725359,4.0727725,0.0061556688,0.048806094,0.022319173,20.335033,210.1367,62.23697,3.2952328,142.20836,115.57518,314.62253,0.36772192
1296,1.0,31.650818,0.70632875,0.03477449,0.15466134,0.10423542,1.0000001,72.35519,72.35519,2.4236262,3.434138,286.59985,0.1305028,0.7202023,0.14929487,0.0,0.513133,78.40377,62.71154,2.5003219,3.1218667,325.5419,75.0801,2.6061347,0.76769376,7.1206703,0.009206683,0.0729965,0.026654033,14.845159,277.6632,55.04407,4.5835137,74.60487,152.71477,314.98846,0.4848289
1297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1298,1.0,44.310776,0.7582598,0.057471883,0.08277046,0.10149789,1.0,50.963463,50.963463,2.1514666,4.999096,321.17856,0.14998527,0.7745131,0.075501636,0.0,0.54622453,64.974236,52.10592,2.782922,3.6548834,318.75082,60.85293,2.7886055,0.8263064,8.827147,0.007080996,0.056142684,0.023645006,14.601018,273.4193,65.61913,4.302479,73.84036,150.38063,314.73352,0.4778497
1299,1.0,19.977926,0.41994923,0.04467635,0.11822361,0.41715083,0.9999994,64.34203,64.342,1.4251482,1.5135505,300.2894,0.13962936,0.7467448,0.11362585,0.0,0.38305655,73.71764,52.50927,2.377416,3.3488805,325.4727,69.92458,3.07169,0.5786047,4.450592,0.0043472764,0.034468,0.01888632,13.28827,226.84685,60.465084,4.581097,116.60314,124.76576,314.40564,0.39680707
1300,1.0,26.722036,0.44917357,0.12523545,0.1194156,0.30617538,0.99999976,67.28512,67.28512,1.8549455,1.7280939,168.83229,0.10005947,0.7670313,0.13290918,0.0,0.60700274,79.59283,67.48931,2.5004146,1.9580657,310.10938,73.20016,2.3946364,0.63888586,5.325104,0.0057612015,0.045678504,0.02405857,14.15573,246.38266,58.124043,6.256734,98.00313,135.51047,314.57523,0.43075782
1301,1.0,28.7359,0.650804,0.04831414,0.13257378,0.16830806,1.0000001,62.048058,62.048058,1.7825978,2.7756236,235.00806,0.11710102,0.71803707,0.16486193,0.0,0.4743809,72.82668,56.084618,1.9541421,2.5755746,322.25766,68.95138,3.6696634,0.724918,6.6003513,0.0054944274,0.04356335,0.016491491,6.677657,252.49944,67.04209,5.738868,84.98012,138.8747,314.54324,0.44171938
1302,1.0,54.26714,0.67682093,0.059443887,0.08845559,0.1752796,1.0,56.230217,56.230217,2.4116755,4.605417,342.5241,0.14838092,0.7537717,0.09784736,0.0,0.6937106,69.68206,61.287743,3.140049,3.8223617,327.70422,65.20617,2.7990227,0.8380629,9.022551,0.008953978,0.070992894,0.030117417,20.391592,283.77213,59.24575,4.3035183,68.68427,156.07468,314.95816,0.49558404
1303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1304,1.0,62.873146,0.42581722,0.21320586,0.08884561,0.2721313,1.0000002,56.65084,56.65084,2.0577419,2.5154073,284.83978,0.12938887,0.71677417,0.13115668,0.022680283,0.86714053,69.605156,65.974144,2.868143,3.0970452,309.24326,65.25283,3.078523,0.81810135,8.541055,0.0066861957,0.053012453,0.023717826,20.074358,272.85355,62.55903,4.696462,72.314384,150.06944,314.68616,0.4770117
1305,1.0,21.618605,0.7075993,0.008069865,0.18745932,0.09687151,1.0000002,66.738365,66.738365,1.6061926,2.6648607,219.36015,0.11681996,0.73918205,0.143998,0.0,0.53709954,74.83007,60.90203,2.1517153,2.4557471,321.7923,70.94369,2.9652486,0.7443706,7.2720494,0.005659981,0.044875965,0.021352706,13.139215,262.65707,63.19984,5.4325986,78.601814,144.46138,314.56308,0.45916834
1306,1.0,14.421773,0.31665766,0.12618943,0.09941052,0.45774236,0.99999964,71.85647,71.85647,1.977516,1.2034556,219.70476,0.1172047,0.74041426,0.14238106,0.0,0.4636902,83.57494,65.16042,2.4045098,2.461563,313.81226,77.40563,2.2727358,0.52014595,4.1310287,0.0062378864,0.049457967,0.021663854,7.805031,232.11797,53.516335,5.6942134,116.02643,127.66488,314.63242,0.40576315
1307,1.0,30.874025,0.7718759,0.0708934,0.13735631,0.019874375,1.0000001,64.39788,64.39788,2.2436728,3.8579082,248.74393,0.124535255,0.73327583,0.14218889,0.0,0.4875348,71.47512,55.29812,2.0706687,2.7551959,317.95993,69.205864,3.3048809,0.8543685,9.160431,0.0078639835,0.062350716,0.019343577,4.058237,277.9185,65.07736,5.002083,65.1842,152.85516,314.82742,0.48533136
1308,1.0,85.318886,0.6262673,0.22386593,0.106029466,0.043837275,1.0000001,56.12783,56.12783,2.7673843,4.979221,285.06497,0.13651173,0.7470698,0.1164185,0.0,0.7184737,71.66155,63.91387,2.8465083,3.1788027,315.6651,68.158104,3.4934814,0.928858,11.752143,0.009694003,0.07686028,0.023439832,15.521975,296.90582,59.10273,4.6462936,54.448887,163.2982,315.04694,0.5181962
1309,1.0,26.915419,0.355762,0.040528573,0.07247597,0.53123343,1.0000001,63.83181,63.83181,1.8201505,1.5632647,309.2666,0.14255674,0.7520989,0.10534433,0.0,0.46628734,75.18047,58.0458,2.7134168,3.460096,315.60904,69.422325,2.915002,0.6000105,4.5498867,0.0057008006,0.04519961,0.022597397,19.628275,233.86494,57.900658,4.159425,114.50549,128.62572,314.568,0.40875253
1310,1.0,17.604935,0.80005324,0.0072519593,0.10598167,0.08671311,1.0,66.159996,66.159996,2.5444863,3.0317416,209.5206,0.10785062,0.71590847,0.1762409,0.0,0.5410825,75.12551,61.270348,1.9413043,2.2992303,319.3307,71.230736,3.0788422,0.7904217,7.7647386,0.009204331,0.07297784,0.019416759,4.7435293,268.69632,65.327446,5.884653,73.30443,147.78297,314.9882,0.46901807
1311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1312,1.0,25.429981,0.44522262,0.017353626,0.14660099,0.39082277,0.9999995,71.76766,71.76766,1.6653199,1.7829989,147.21219,0.078937754,0.7350702,0.185992,0.0,0.60490537,82.78823,70.810814,2.1261003,1.6743997,309.71243,76.140434,2.6257164,0.64568174,5.0287085,0.0054981466,0.043592837,0.02264974,18.344145,241.56877,60.05838,6.375298,97.970474,132.86282,314.54367,0.42254502
1313,1.0,20.002157,0.60348624,0.124450594,0.108993724,0.16306946,1.0,68.654594,68.654594,2.4605029,1.9460049,165.29108,0.077417344,0.6721204,0.25046226,0.0,0.5763199,78.24731,65.09814,1.6458237,1.7607318,312.67914,73.57525,2.710798,0.7610274,7.465892,0.007977204,0.063248396,0.012526613,4.03271,258.02408,69.38527,7.749965,74.42912,141.91324,314.841,0.45059437
1314,1.0,35.818134,0.45929712,0.24401371,0.1401844,0.15650475,1.0000001,66.50353,66.50353,1.9676491,1.9544628,373.05154,0.14881465,0.7381019,0.113083445,0.0,0.4100198,72.6354,52.884117,2.7292426,4.1032615,321.7525,71.60613,3.6075678,0.7537747,7.3384323,0.0060866694,0.048259024,0.021187548,8.030205,271.3604,56.665134,4.912854,77.19769,149.24823,314.61426,0.47427136
1315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1316,1.0,61.3136,0.6229354,0.19204082,0.14924999,0.035773765,1.0,66.57656,66.57656,2.4886777,3.9039984,269.00998,0.12529826,0.7145123,0.16018946,0.0,0.51890445,73.79589,59.25634,2.2306015,2.9222462,313.68005,71.60229,2.8389156,0.8478137,9.400745,0.008099233,0.06421591,0.016539102,14.845178,282.27493,62.000786,4.8189507,62.759403,155.25122,314.85565,0.49302945
1317,1.0,34.847843,0.3484277,0.24654172,0.19412208,0.21090849,1.0000004,70.4623,70.4623,1.6043046,1.6262199,394.39206,0.15101698,0.7366549,0.11232815,0.0,0.36911857,75.29473,53.068382,2.8706098,4.3287826,321.7971,74.32571,2.63557,0.6772223,5.822212,0.004961091,0.03933472,0.023478491,13.018418,259.28625,52.78046,4.5389986,90.1492,142.60744,314.47925,0.4534365
1318,1.0,22.066236,0.42784554,0.008124938,0.05685324,0.5071763,1.0000001,57.233604,57.233604,1.7598668,1.6426898,240.82686,0.1254428,0.74662715,0.12793006,0.0,0.46643096,71.88775,54.77511,2.0956101,2.704366,324.53094,64.981895,3.2435129,0.57411516,5.472035,0.0049962476,0.03961346,0.015037697,12.942226,225.17793,69.450386,8.036528,108.26057,123.84786,314.4835,0.39407974
1319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1320,1.0,57.204586,0.62992316,0.17948821,0.09556668,0.09502193,1.0,63.743675,63.743675,2.8637109,3.7985504,415.37357,0.15229937,0.7330721,0.11462853,0.0,0.46228412,66.53277,50.349724,2.884282,4.5313654,325.90515,68.01278,2.8209317,0.85946405,9.597847,0.009855757,0.07814277,0.021756712,14.716648,288.4221,58.938805,4.3564267,63.814213,158.63214,315.0663,0.5034558
1321,1.0,22.08853,0.30910817,0.07701653,0.06043545,0.55343986,1.0000004,66.411,66.41103,2.16264,1.3184259,239.00255,0.11795276,0.74464387,0.13740341,0.0,0.45986968,79.90255,61.582787,2.3157344,2.4640477,337.89435,72.301994,3.6007037,0.5383591,4.2406697,0.00651755,0.05167532,0.01936214,13.192876,213.54605,60.334316,6.383541,128.81963,128.12762,343.20087,0.3732716
1322,1.0,49.662037,0.44816974,0.11888361,0.057950877,0.37499577,0.9999995,61.90551,61.90548,2.7559288,2.271515,122.90963,0.048326254,0.749078,0.20259577,0.0,0.7358848,72.92278,65.77474,1.711697,1.3222167,352.65884,65.00994,2.640639,0.77665514,7.2505703,0.008107252,0.064279504,0.013648818,27.172361,229.93161,79.3044,11.426351,91.54596,137.95897,343.39154,0.40198323
1323,1.0,42.337967,0.5410966,0.17470434,0.06680273,0.21739629,1.0,54.292747,54.292747,2.2214632,2.4371982,180.02238,0.10224624,0.7878159,0.109937824,0.0,0.6386558,70.26058,60.22158,2.2720056,1.948616,336.25854,62.652306,2.6938472,0.7083023,6.768955,0.005885266,0.046662167,0.017205186,15.154462,236.59999,71.4134,7.5924916,98.06924,141.95999,343.12503,0.41384676
1324,1.0,24.117783,0.5094797,0.011936541,0.060996655,0.41758713,0.99999946,62.83483,62.83483,2.4387403,1.850358,151.78189,0.081036046,0.776479,0.14248495,0.0,0.6148926,77.10967,65.61834,2.2053416,1.6432306,348.00443,68.560936,3.7983477,0.6240432,4.961329,0.007288279,0.05778616,0.020712292,17.792519,218.65164,67.108475,8.71084,117.78343,131.19098,343.2933,0.38219672
1325,1.0,20.988928,0.59096545,0.0029327318,0.07186326,0.3342386,0.9999997,63.38082,63.38082,2.402819,1.9989812,201.05699,0.1000991,0.7296055,0.17029543,0.0,0.6174965,75.7235,64.48458,2.0827062,2.0602014,343.4437,69.28716,2.7376034,0.7038383,6.827533,0.00807475,0.06402181,0.019367384,13.957695,244.63486,67.63911,8.189878,92.06262,146.78091,343.38763,0.4272348
1326,1.0,19.550684,0.36642382,0.18262699,0.13987982,0.31106937,1.0,70.063255,70.063255,1.7044495,1.3258262,125.590454,0.04080146,0.6942322,0.26496634,0.0,0.6374676,81.80483,71.01052,1.6338961,1.2827901,342.58673,75.60482,2.5144818,0.6735642,6.8159385,0.004868661,0.03860187,0.014064865,6.1818833,227.17088,72.96163,15.372679,87.4436,136.30254,343.0031,0.39730906
1327,1.0,22.065008,0.5228557,0.003143989,0.099410765,0.37458956,0.99999964,66.792595,66.792595,1.9564621,1.7963911,293.02332,0.13257504,0.74576014,0.12166481,0.0,0.501983,78.810905,62.56176,2.7342052,3.0013013,337.64178,73.02337,3.4442513,0.6406041,5.8935475,0.0070393025,0.05581211,0.026813583,15.095877,247.3698,56.312374,6.7383695,99.883705,148.42188,343.26346,0.43220776
1328,1.0,37.9991,0.30745307,0.19772081,0.08773596,0.40709016,0.99999964,71.25494,71.25494,2.5208673,1.5304261,187.05684,0.09472174,0.7356729,0.16960537,0.0,0.6100565,84.11324,72.116844,2.4880767,1.934002,337.28848,76.22079,3.2244081,0.64806277,5.4637775,0.007911966,0.062731154,0.022967711,15.550379,242.9557,56.83858,7.6249847,100.30685,145.77342,343.36813,0.42444193
1329,1.0,45.504887,0.77137554,0.051196955,0.14297207,0.034455456,1.0000002,64.889336,64.889336,2.4546852,4.963848,280.59195,0.13137062,0.7529951,0.115634285,0.0,0.5824394,73.99224,61.77169,2.6888537,2.8934867,349.38965,70.27294,3.1377707,0.8399633,9.135989,0.00936479,0.07425007,0.028965462,15.903296,279.17715,59.371777,5.123246,70.56566,167.50629,343.54236,0.48752403
1330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1331,1.0,34.825882,0.55678475,0.05345061,0.12622836,0.2635363,0.9999998,66.24224,66.24224,1.9759502,2.4198124,343.60397,0.13823806,0.7297984,0.13196357,0.0,0.42836997,74.30978,55.2723,2.6037474,3.4544911,343.18872,71.39669,2.7896466,0.70503396,5.9419327,0.0066695623,0.05288057,0.023724059,19.088308,250.28575,58.651993,4.910068,96.82439,150.17145,343.21912,0.4375602
1332,1.0,25.05698,0.50047374,0.036306355,0.07446297,0.38875696,0.99999946,61.368065,61.368065,2.0246077,1.8545957,346.40033,0.1477443,0.767671,0.08458471,0.0,0.4226683,73.02282,53.824516,2.8793669,3.596089,341.93002,67.31301,3.69286,0.616957,4.8837113,0.0062997974,0.04994884,0.024085369,16.506079,228.73978,59.55142,4.962653,119.782295,137.24387,343.17474,0.39991164
1333,1.0,37.46903,0.49318877,0.026914824,0.094228715,0.3856677,0.9999993,63.409782,63.409782,1.9617789,2.2534833,496.0823,0.160246,0.7501948,0.08955922,0.0,0.37989372,72.33843,51.235863,3.435857,5.0315866,351.41727,70.12423,3.544415,0.6561283,5.7827063,0.0070338757,0.055769082,0.030306587,21.284798,249.49738,53.85357,5.4212356,102.79187,149.69843,343.26282,0.43601435
1334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
